language_pair,split,source_lang,target_lang,source_text,target_text
Tagalog-Waray,vocab,Tagalog,Waray,kantot,iyot
Tagalog-Waray,vocab,Tagalog,Waray,kapal,dakmol
Tagalog-Waray,vocab,Tagalog,Waray,kapatid,bugto
Tagalog-Waray,vocab,Tagalog,Waray,kapit-bahay,amyaw
Tagalog-Waray,vocab,Tagalog,Waray,kasal,kasal
Tagalog-Waray,vocab,Tagalog,Waray,kasalanan,sala
Tagalog-Waray,vocab,Tagalog,Waray,kasali,kaapi
Tagalog-Waray,vocab,Tagalog,Waray,kasalo,kahampang
Tagalog-Waray,vocab,Tagalog,Waray,kasama,kaupod
Tagalog-Waray,vocab,Tagalog,Waray,kasambahay,kabulig
Tagalog-Waray,vocab,Tagalog,Waray,kasinungalingan,buwa
Tagalog-Waray,vocab,Tagalog,Waray,katapat,kaatubang
Tagalog-Waray,vocab,Tagalog,Waray,katawan,lawas
Tagalog-Waray,vocab,Tagalog,Waray,katawatawa,pataraw-an
Tagalog-Waray,vocab,Tagalog,Waray,kati,katol
Tagalog-Waray,vocab,Tagalog,Waray,katulong,kabulig
Tagalog-Waray,vocab,Tagalog,Waray,kaugalian,pamatasan
Tagalog-Waray,vocab,Tagalog,Waray,kawali,karaha
Tagalog-Waray,vocab,Tagalog,Waray,kawawa,kairo
Tagalog-Waray,vocab,Tagalog,Waray,kay,kan
Tagalog-Waray,vocab,Tagalog,Waray,kayo,kamo
Tagalog-Waray,vocab,Tagalog,Waray,kilala,kilala
Tagalog-Waray,vocab,Tagalog,Waray,kilikili,irok
Tagalog-Waray,vocab,Tagalog,Waray,kiliti,girok
Tagalog-Waray,vocab,Tagalog,Waray,kindat,kiro
Tagalog-Waray,vocab,Tagalog,Waray,kinakabahan,ginkukulba
Tagalog-Waray,vocab,Tagalog,Waray,kinakapatid,igso
Tagalog-Waray,vocab,Tagalog,Waray,kinang,inggat
Tagalog-Waray,vocab,Tagalog,Waray,kintab,inggat
Tagalog-Waray,vocab,Tagalog,Waray,kinumpronta,ginsukmat
Tagalog-Waray,vocab,Tagalog,Waray,kirot,ngutngot
Tagalog-Waray,vocab,Tagalog,Waray,kisame,alkuba
Tagalog-Waray,vocab,Tagalog,Waray,kita,kita
Tagalog-Waray,vocab,Tagalog,Waray,kuba,buktot
Tagalog-Waray,vocab,Tagalog,Waray,kuko,kulo
Tagalog-Waray,vocab,Tagalog,Waray,kulambo,moskitero
Tagalog-Waray,vocab,Tagalog,Waray,kulang,kulang
Tagalog-Waray,vocab,Tagalog,Waray,kulangot,dungot
Tagalog-Waray,vocab,Tagalog,Waray,kulo,kaladkad
Tagalog-Waray,vocab,Tagalog,Waray,kulubot,kuros
Tagalog-Waray,vocab,Tagalog,Waray,kumot,taklap
Tagalog-Waray,vocab,Tagalog,Waray,kumpara,tanding
Tagalog-Waray,vocab,Tagalog,Waray,kumukulo,nakaladkad
Tagalog-Waray,vocab,Tagalog,Waray,kurot,kubot
Tagalog-Waray,vocab,Tagalog,Waray,kuto,kuto
Tagalog-Waray,vocab,Tagalog,Waray,kuya,kuya
Tagalog-Waray,vocab,Tagalog,Waray,laba,laba
Tagalog-Waray,vocab,Tagalog,Waray,lababo,lababo
Tagalog-Waray,vocab,Tagalog,Waray,labahan,bunakan
Tagalog-Waray,vocab,Tagalog,Waray,labas,gawas
Tagalog-Waray,vocab,Tagalog,Waray,labas-masok,sulod-gawas
Tagalog-Waray,vocab,Tagalog,Waray,labi,im-im
Tagalog-Waray,vocab,Tagalog,Waray,lagari,sarutso
Tagalog-Waray,vocab,Tagalog,Waray,laglag,purak
Tagalog-Waray,vocab,Tagalog,Waray,lagnat,hiranat
Tagalog-Waray,vocab,Tagalog,Waray,lahat,ngatanan
Tagalog-Waray,vocab,Tagalog,Waray,lakwatsa,lakwatsa
Tagalog-Waray,vocab,Tagalog,Waray,lalaki,lalaki
Tagalog-Waray,vocab,Tagalog,Waray,lamok,namok
Tagalog-Waray,vocab,Tagalog,Waray,langgam,tubak
Tagalog-Waray,vocab,Tagalog,Waray,laro,mulay
Tagalog-Waray,vocab,Tagalog,Waray,laruan,mulayan
Tagalog-Waray,vocab,Tagalog,Waray,laylayan,sagyad
Tagalog-Waray,vocab,Tagalog,Waray,leeg,liog
Tagalog-Waray,vocab,Tagalog,Waray,libag,buring
Tagalog-Waray,vocab,Tagalog,Waray,libing,lubong
Tagalog-Waray,vocab,Tagalog,Waray,ligo,karigo
Tagalog-Waray,vocab,Tagalog,Waray,lihim,sikreto
Tagalog-Waray,vocab,Tagalog,Waray,likod,likod
Tagalog-Waray,vocab,Tagalog,Waray,likod ng bahay,luyo hit'balay
Tagalog-Waray,vocab,Tagalog,Waray,lima,lima
Tagalog-Waray,vocab,Tagalog,Waray,lindol,linog
Tagalog-Waray,vocab,Tagalog,Waray,luha,luha
Tagalog-Waray,vocab,Tagalog,Waray,lukso,lukso
Tagalog-Waray,vocab,Tagalog,Waray,lunok,tulon
Tagalog-Waray,vocab,Tagalog,Waray,lupa,tuna
Tagalog-Waray,vocab,Tagalog,Waray,luya,luy-a
Tagalog-Waray,vocab,Tagalog,Waray,maalat,maasin
Tagalog-Waray,vocab,Tagalog,Waray,maalinsangan,magirhang
Tagalog-Waray,vocab,Tagalog,Waray,maaliwalas,mahiwarang
Tagalog-Waray,vocab,Tagalog,Waray,maalon,mabalud
Tagalog-Waray,vocab,Tagalog,Waray,maanghang,maharang
Tagalog-Waray,vocab,Tagalog,Waray,maarte,maartehon
Tagalog-Waray,vocab,Tagalog,Waray,maasim,maaslom
Tagalog-Waray,vocab,Tagalog,Waray,maawain,maluluy-on
Tagalog-Waray,vocab,Tagalog,Waray,mababaw,hababaw
Tagalog-Waray,vocab,Tagalog,Waray,mabagal,mahinay
Tagalog-Waray,vocab,Tagalog,Waray,mabaho,mabaho
Tagalog-Waray,vocab,Tagalog,Waray,mabait,buotan
Tagalog-Waray,vocab,Tagalog,Waray,mabango,mahamot
Tagalog-Waray,vocab,Tagalog,Waray,mabigat,mabug-at
Tagalog-Waray,vocab,Tagalog,Waray,mabilis,malaksi
Tagalog-Waray,vocab,Tagalog,Waray,madaling araw,maagahon
Tagalog-Waray,vocab,Tagalog,Waray,madilim,masirom
Tagalog-Waray,vocab,Tagalog,Waray,madulas,madalunot
Tagalog-Waray,vocab,Tagalog,Waray,maga,hubag
Tagalog-Waray,vocab,Tagalog,Waray,magaan,magaan
Tagalog-Waray,vocab,Tagalog,Waray,magaling,makarit
Tagalog-Waray,vocab,Tagalog,Waray,magbilang,mag-ihap
Tagalog-Waray,vocab,Tagalog,Waray,magbihis,magliwan
Tagalog-Waray,vocab,Tagalog,Waray,magkapatid,magbugto
Tagalog-Waray,vocab,Tagalog,Waray,magluto,magluto
Tagalog-Waray,vocab,Tagalog,Waray,magpaalam,magsarit
Tagalog-Waray,vocab,Tagalog,Waray,magpaganda,magpahusay
Tagalog-Waray,vocab,Tagalog,Waray,magpagupit,magpaarot
Tagalog-Waray,vocab,Tagalog,Waray,magpapayat,magpagasa
Tagalog-Waray,vocab,Tagalog,Waray,magparamdam,magpaabat
Tagalog-Waray,vocab,Tagalog,Waray,magparaya,magpaumaya
Tagalog-Waray,vocab,Tagalog,Waray,magsasaka,mag-uuma
Tagalog-Waray,vocab,Tagalog,Waray,magsaing,magtuon
Tagalog-Waray,vocab,Tagalog,Waray,magulo,masamok
Tagalog-Waray,vocab,Tagalog,Waray,mahaba,halaba
Tagalog-Waray,vocab,Tagalog,Waray,mahal,mahal
Tagalog-Waray,vocab,Tagalog,Waray,mahal,hinigugma
Tagalog-Waray,vocab,Tagalog,Waray,mahal,maluya
Tagalog-Waray,vocab,Tagalog,Waray,mahirap,makuri
Tagalog-Waray,vocab,Tagalog,Waray,mahirap,pobre
Tagalog-Waray,vocab,Tagalog,Waray,mahiya,maawod
Tagalog-Waray,vocab,Tagalog,Waray,mahiyain,awdanon
Tagalog-Waray,vocab,Tagalog,Waray,maikli,halipot
Tagalog-Waray,vocab,Tagalog,Waray,maiksi,halipot
Tagalog-Waray,vocab,Tagalog,Waray,mainit,mapaso
Tagalog-Waray,vocab,Tagalog,Waray,mainit na tubig,laso
Tagalog-Waray,vocab,Tagalog,Waray,maingay,maaringasa
Tagalog-Waray,vocab,Tagalog,Waray,maitim,maitom
Tagalog-Waray,vocab,Tagalog,Waray,makapal,malara
Tagalog-Waray,vocab,Tagalog,Waray,makati,makatol
Tagalog-Waray,vocab,Tagalog,Waray,makikisuyo,mahamis
Tagalog-Waray,vocab,Tagalog,Waray,makirot,mangutngot
Tagalog-Waray,vocab,Tagalog,Waray,makunat,mahunat
Tagalog-Waray,vocab,Tagalog,Waray,malakas,makusog
Tagalog-Waray,vocab,Tagalog,Waray,malaki,dako
Tagalog-Waray,vocab,Tagalog,Waray,malalim,halarom
Tagalog-Waray,vocab,Tagalog,Waray,malamig,mahagkot
Tagalog-Waray,vocab,Tagalog,Waray,malandi,pikat
Tagalog-Waray,vocab,Tagalog,Waray,malapad,hilapad
Tagalog-Waray,vocab,Tagalog,Waray,malapit,harani
Tagalog-Waray,vocab,Tagalog,Waray,malaswa,malaw-ay
Tagalog-Waray,vocab,Tagalog,Waray,malayo,harayo
Tagalog-Waray,vocab,Tagalog,Waray,malibog,uuragon
Tagalog-Waray,vocab,Tagalog,Waray,maligamgam,malanhod
Tagalog-Waray,vocab,Tagalog,Waray,maliit,gutiay
Tagalog-Waray,vocab,Tagalog,Waray,malinamnam,marasa
Tagalog-Waray,vocab,Tagalog,Waray,malinaw,malihaw
Tagalog-Waray,vocab,Tagalog,Waray,malinaw,klaro
Tagalog-Waray,vocab,Tagalog,Waray,malinis,malimpyo
Tagalog-Waray,vocab,Tagalog,Waray,maliwanag,malamrag
Tagalog-Waray,vocab,Tagalog,Waray,malunggay,kamalunggay
Tagalog-Waray,vocab,Tagalog,Waray,malutong,makarubkarob
Tagalog-Waray,vocab,Tagalog,Waray,manipis,manipis
Tagalog-Waray,vocab,Tagalog,Waray,mantika,mantika
Tagalog-Waray,vocab,Tagalog,Waray,manugang,umagad
Tagalog-Waray,vocab,Tagalog,Waray,mangingisda,parapangisda
Tagalog-Waray,vocab,Tagalog,Waray,mapagmataas,mapinahitas-on
Tagalog-Waray,vocab,Tagalog,Waray,mapagpakumbaba,mapinaubsanon
Tagalog-Waray,vocab,Tagalog,Waray,mapait,mapait
Tagalog-Waray,vocab,Tagalog,Waray,mapanghi,mapar-ot
Tagalog-Waray,vocab,Tagalog,Waray,maputi,mabusag
Tagalog-Waray,vocab,Tagalog,Waray,marami,damo
Tagalog-Waray,vocab,Tagalog,Waray,maramot,hakog
Tagalog-Waray,vocab,Tagalog,Waray,mare,madi
Tagalog-Waray,vocab,Tagalog,Waray,martilyo,martilyo
Tagalog-Waray,vocab,Tagalog,Waray,marunong,listo
Tagalog-Waray,vocab,Tagalog,Waray,marupok,maruya
Tagalog-Waray,vocab,Tagalog,Waray,mas,mas
Tagalog-Waray,vocab,Tagalog,Waray,masarap,marasa
Tagalog-Waray,vocab,Tagalog,Waray,masakit,maul-ol
Tagalog-Waray,vocab,Tagalog,Waray,masaya,malipayon
Tagalog-Waray,vocab,Tagalog,Waray,masikip,huot
Tagalog-Waray,vocab,Tagalog,Waray,masikip,piguot
Tagalog-Waray,vocab,Tagalog,Waray,masipag,maduruto
Tagalog-Waray,vocab,Tagalog,Waray,mata,mata
Tagalog-Waray,vocab,Tagalog,Waray,matabang,matapsi
Tagalog-Waray,vocab,Tagalog,Waray,matagal,maiha
Tagalog-Waray,vocab,Tagalog,Waray,matalino,baltok
Tagalog-Waray,vocab,Tagalog,Waray,matamis,matam-is
Tagalog-Waray,vocab,Tagalog,Waray,matanda,lagas
Tagalog-Waray,vocab,Tagalog,Waray,matandang dalaga,angot
Tagalog-Waray,vocab,Tagalog,Waray,matandang binata,angot
Tagalog-Waray,vocab,Tagalog,Waray,matapang,maisog
Tagalog-Waray,vocab,Tagalog,Waray,matibay,madig-on
Tagalog-Waray,vocab,Tagalog,Waray,mayabang,hambog
Tagalog-Waray,vocab,Tagalog,Waray,mayaman,riko
Tagalog-Waray,vocab,Tagalog,Waray,mayroon,may-ada
Tagalog-Waray,vocab,Tagalog,Waray,medyo hambog,hambugon
Tagalog-Waray,vocab,Tagalog,Waray,minamahal,hinigugma
Tagalog-Waray,vocab,Tagalog,Waray,mukha,nawong
Tagalog-Waray,vocab,Tagalog,Waray,mumog,limugmog
Tagalog-Waray,vocab,Tagalog,Waray,mura,barato
Tagalog-Waray,vocab,Tagalog,Waray,mura,buyayaw
Tagalog-Waray,vocab,Tagalog,Waray,nababagot,nauuyam
Tagalog-Waray,vocab,Tagalog,Waray,nabitiwan,nabuhian
Tagalog-Waray,vocab,Tagalog,Waray,nadapa,nahipakulob
Tagalog-Waray,vocab,Tagalog,Waray,nadulas,nahipalindas
Tagalog-Waray,vocab,Tagalog,Waray,nag-aalab,naglalarab
Tagalog-Waray,vocab,Tagalog,Waray,nagkakagusto,naruruyag
Tagalog-Waray,vocab,Tagalog,Waray,nagkagusto,naruyag
Tagalog-Waray,vocab,Tagalog,Waray,nagkasalubong,nagkatapo
Tagalog-Waray,vocab,Tagalog,Waray,naglalagablab,naglalarab
Tagalog-Waray,vocab,Tagalog,Waray,nagmamadali,nag-aapura
Tagalog-Waray,vocab,Tagalog,Waray,nagpalaglag,nagpapunit
Tagalog-Waray,vocab,Tagalog,Waray,nagtaka,napausa
Tagalog-Waray,vocab,Tagalog,Waray,nagulat,kinalasan
Tagalog-Waray,vocab,Tagalog,Waray,nahilo,nalipong
Tagalog-Waray,vocab,Tagalog,Waray,nahihiya,naaawod
Tagalog-Waray,vocab,Tagalog,Waray,nahiya,naawod
Tagalog-Waray,vocab,Tagalog,Waray,na-inlab,nahigugma
Tagalog-Waray,vocab,Tagalog,Waray,nakababatang kapatid,manghod
Tagalog-Waray,vocab,Tagalog,Waray,nakakabagot,mauyam
Tagalog-Waray,vocab,Tagalog,Waray,nakakainis,makaharangit
Tagalog-Waray,vocab,Tagalog,Waray,nakalimot,nahingalimot
Tagalog-Waray,vocab,Tagalog,Waray,nakasimangot,namusdot
Tagalog-Waray,vocab,Tagalog,Waray,nakatatandang kapatid,magurang
Tagalog-Waray,vocab,Tagalog,Waray,nananalaytay,naabid
Tagalog-Waray,vocab,Tagalog,Waray,nanay,nanay
Tagalog-Waray,vocab,Tagalog,Waray,nanliligaw,namamadayaw
Tagalog-Waray,vocab,Tagalog,Waray,napilitan,napiritan
Tagalog-Waray,vocab,Tagalog,Waray,napulot,napurot
Tagalog-Waray,vocab,Tagalog,Waray,nararamdaman,binabati
Tagalog-Waray,vocab,Tagalog,Waray,narito,aanhi
Tagalog-Waray,vocab,Tagalog,Waray,nars,nars
Tagalog-Waray,vocab,Tagalog,Waray,natulala,hinutuwong
Tagalog-Waray,vocab,Tagalog,Waray,nilikha,binuhat
Tagalog-Waray,vocab,Tagalog,Waray,ninyo,niyo
Tagalog-Waray,vocab,Tagalog,Waray,ningning,inggat
Tagalog-Waray,vocab,Tagalog,Waray,niyog,lubi
Tagalog-Waray,vocab,Tagalog,Waray,noo,agtang
Tagalog-Waray,vocab,Tagalog,Waray,nunal,arom
Tagalog-Waray,vocab,Tagalog,Waray,ngala-ngala,ngala-ngala
Tagalog-Waray,vocab,Tagalog,Waray,nganga,nganga
Tagalog-Waray,vocab,Tagalog,Waray,ngipin,ngipon
Tagalog-Waray,vocab,Tagalog,Waray,ngiti,hiyom
Tagalog-Waray,vocab,Tagalog,Waray,ngiwi,hiwit
Tagalog-Waray,vocab,Tagalog,Waray,nguso,nguyo-nguyo
Tagalog-Waray,vocab,Tagalog,Waray,nguya,kisam
Tagalog-Waray,vocab,Tagalog,Waray,orasan,relo
Tagalog-Waray,vocab,Tagalog,Waray,paa,tiil
Tagalog-Waray,vocab,Tagalog,Waray,paalala,pahinumdom
Tagalog-Waray,vocab,Tagalog,Waray,paborito,paborito
Tagalog-Waray,vocab,Tagalog,Waray,paborito,pinaura
Tagalog-Waray,vocab,Tagalog,Waray,pagbutihan,upayon
Tagalog-Waray,vocab,Tagalog,Waray,pag-ibig,gugma
Tagalog-Waray,vocab,Tagalog,Waray,pagpapatawad,pagpasaylo
Tagalog-Waray,vocab,Tagalog,Waray,pagtulak,pagduso
Tagalog-Waray,vocab,Tagalog,Waray,pahinga,pahuway
Tagalog-Waray,vocab,Tagalog,Waray,pakpak,pako
Tagalog-Waray,vocab,Tagalog,Waray,pako,raysang
Tagalog-Waray,vocab,Tagalog,Waray,palaaway,makiaawayon
Tagalog-Waray,vocab,Tagalog,Waray,palabiro,maintrimis
Tagalog-Waray,vocab,Tagalog,Waray,palaka,pakra
Tagalog-Waray,vocab,Tagalog,Waray,palakaibigan,makisasangkayon
Tagalog-Waray,vocab,Tagalog,Waray,palapag,andana
Tagalog-Waray,vocab,Tagalog,Waray,palaso,pana
Tagalog-Waray,vocab,Tagalog,Waray,palatandaan,tigaman
Tagalog-Waray,vocab,Tagalog,Waray,palay,humay
Tagalog-Waray,vocab,Tagalog,Waray,palikuran,kasilyas
Tagalog-Waray,vocab,Tagalog,Waray,pamangkin,umangkon
Tagalog-Waray,vocab,Tagalog,Waray,panaginip,inop
Tagalog-Waray,vocab,Tagalog,Waray,panalangin,pag-ampo
Tagalog-Waray,vocab,Tagalog,Waray,panata,panaad
Tagalog-Waray,vocab,Tagalog,Waray,pantalon,sarwal
Tagalog-Waray,vocab,Tagalog,Waray,pangako,saad
Tagalog-Waray,vocab,Tagalog,Waray,panganay,suhag
Tagalog-Waray,vocab,Tagalog,Waray,panginoon,ginoo
Tagalog-Waray,vocab,Tagalog,Waray,pangit,maraksut
Tagalog-Waray,vocab,Tagalog,Waray,panggatong,sungo
Tagalog-Waray,vocab,Tagalog,Waray,papansin,parayawan
Tagalog-Waray,vocab,Tagalog,Waray,papaya,kapayas
Tagalog-Waray,vocab,Tagalog,Waray,para,basi
Tagalog-Waray,vocab,Tagalog,Waray,para,para
Tagalog-Waray,vocab,Tagalog,Waray,paratang,butangbutang
Tagalog-Waray,vocab,Tagalog,Waray,pare,padi
Tagalog-Waray,vocab,Tagalog,Waray,pares,padis
Tagalog-Waray,vocab,Tagalog,Waray,pari,padi
Tagalog-Waray,vocab,Tagalog,Waray,paruparo,alibangbang
Tagalog-Waray,vocab,Tagalog,Waray,pasasa,pakarasa
Tagalog-Waray,vocab,Tagalog,Waray,pasaway,pasarawayon
Tagalog-Waray,vocab,Tagalog,Waray,pasok,sulod
Tagalog-Waray,vocab,Tagalog,Waray,patawarin,pasayluon
Tagalog-Waray,vocab,Tagalog,Waray,patong,tungbaw
Tagalog-Waray,vocab,Tagalog,Waray,patuloy,padayon
Tagalog-Waray,vocab,Tagalog,Waray,pawis,hulas
Tagalog-Waray,vocab,Tagalog,Waray,payat,magasa
Tagalog-Waray,vocab,Tagalog,Waray,payo,sagdon
Tagalog-Waray,vocab,Tagalog,Waray,payong,payong
Tagalog-Waray,vocab,Tagalog,Waray,peklat,ulat
Tagalog-Waray,vocab,Tagalog,Waray,pera,kwarta
Tagalog-Waray,vocab,Tagalog,Waray,pikit,piyong
Tagalog-Waray,vocab,Tagalog,Waray,pilak,silber
Tagalog-Waray,vocab,Tagalog,Waray,pilik-mata,pirok
Tagalog-Waray,vocab,Tagalog,Waray,pilipit,birikis
Tagalog-Waray,vocab,Tagalog,Waray,pilit,pirit
Tagalog-Waray,vocab,Tagalog,Waray,pinaasa,ginpalaum
Tagalog-Waray,vocab,Tagalog,Waray,pinagalitan,gin-isgan
Tagalog-Waray,vocab,Tagalog,Waray,pinagpawisan,ginbalhasan
Tagalog-Waray,vocab,Tagalog,Waray,pinggan,pinggan
Tagalog-Waray,vocab,Tagalog,Waray,pinsan,patud
Tagalog-Waray,vocab,Tagalog,Waray,pintasera,matamay
Tagalog-Waray,vocab,Tagalog,Waray,pinto,purtahan
Tagalog-Waray,vocab,Tagalog,Waray,pinuri,gindayeg
Tagalog-Waray,vocab,Tagalog,Waray,pintura,pintar
Tagalog-Waray,vocab,Tagalog,Waray,pipi,ngula
Tagalog-Waray,vocab,Tagalog,Waray,pisngi,bayhon
Tagalog-Waray,vocab,Tagalog,Waray,pitaka,pitaka
Tagalog-Waray,vocab,Tagalog,Waray,pito,pito
Tagalog-Waray,vocab,Tagalog,Waray,plano,larang
Tagalog-Waray,vocab,Tagalog,Waray,pugita,kugita
Tagalog-Waray,vocab,Tagalog,Waray,puki,puday
Tagalog-Waray,vocab,Tagalog,Waray,pula,pula
Tagalog-Waray,vocab,Tagalog,Waray,pulutan,sumsuman
Tagalog-Waray,vocab,Tagalog,Waray,pumayat,gumasa
Tagalog-Waray,vocab,Tagalog,Waray,punas,trapo
Tagalog-Waray,vocab,Tagalog,Waray,pusa,misay
Tagalog-Waray,vocab,Tagalog,Waray,pusit,nuos
Tagalog-Waray,vocab,Tagalog,Waray,puso,kasingkasing
Tagalog-Waray,vocab,Tagalog,Waray,pusod,pusod
Tagalog-Waray,vocab,Tagalog,Waray,puson,pus-on
Tagalog-Waray,vocab,Tagalog,Waray,putol ang kamay,pungkol
Tagalog-Waray,vocab,Tagalog,Waray,punda,punda
Tagalog-Waray,vocab,Tagalog,Waray,puti,busag
Tagalog-Waray,vocab,Tagalog,Waray,putik,lagay
Tagalog-Waray,vocab,Tagalog,Waray,puwet,bubot
Tagalog-Waray,vocab,Tagalog,Waray,puyat,piraw
Tagalog-Waray,vocab,Tagalog,Waray,pwera usog,pwera buyag
Tagalog-Waray,vocab,Tagalog,Waray,relo,relo
Tagalog-Waray,vocab,Tagalog,Waray,repolyo,repolyo
Tagalog-Waray,vocab,Tagalog,Waray,resbak,bulos
Tagalog-Waray,vocab,Tagalog,Waray,reserba,reserba
Tagalog-Waray,vocab,Tagalog,Waray,reseta,reseta
Tagalog-Waray,vocab,Tagalog,Waray,resibo,resibo
Tagalog-Waray,vocab,Tagalog,Waray,resulta,resulta
Tagalog-Waray,vocab,Tagalog,Waray,reyna,rayna
Tagalog-Waray,vocab,Tagalog,Waray,sagana,bastante
Tagalog-Waray,vocab,Tagalog,Waray,sagot,baton
Tagalog-Waray,vocab,Tagalog,Waray,sahig,salug
Tagalog-Waray,vocab,Tagalog,Waray,sahog,sakot
Tagalog-Waray,vocab,Tagalog,Waray,sakal,kibol
Tagalog-Waray,vocab,Tagalog,Waray,sakong,bul-ong
Tagalog-Waray,vocab,Tagalog,Waray,salamin,salamin
Tagalog-Waray,vocab,Tagalog,Waray,salisi,baluknis
Tagalog-Waray,vocab,Tagalog,Waray,salita,pulong
Tagalog-Waray,vocab,Tagalog,Waray,sampal,taplong
Tagalog-Waray,vocab,Tagalog,Waray,sampay,palaypay
Tagalog-Waray,vocab,Tagalog,Waray,sampu,napulo
Tagalog-Waray,vocab,Tagalog,Waray,sana,unta
Tagalog-Waray,vocab,Tagalog,Waray,sana all,kunta ngatanan
Tagalog-Waray,vocab,Tagalog,Waray,sanay,hiara
Tagalog-Waray,vocab,Tagalog,Waray,sandok,luwag
Tagalog-Waray,vocab,Tagalog,Waray,sanga ng niyog,palwa
Tagalog-Waray,vocab,Tagalog,Waray,sangkalan,tadtaran
Tagalog-Waray,vocab,Tagalog,Waray,sapat,tama
Tagalog-Waray,vocab,Tagalog,Waray,sapatos,sapatos
Tagalog-Waray,vocab,Tagalog,Waray,sarili,lugaring
Tagalog-Waray,vocab,Tagalog,Waray,sarili,kalugaringon
Tagalog-Waray,vocab,Tagalog,Waray,sariwa,lab-as
Tagalog-Waray,vocab,Tagalog,Waray,sariwa,presko
Tagalog-Waray,vocab,Tagalog,Waray,sawsawan,sawsawan
Tagalog-Waray,vocab,Tagalog,Waray,saya,saya
Tagalog-Waray,vocab,Tagalog,Waray,saya,lipay
Tagalog-Waray,vocab,Tagalog,Waray,si,hi
Tagalog-Waray,vocab,Tagalog,Waray,sikmura,suroksurok
Tagalog-Waray,vocab,Tagalog,Waray,sila,hira
Tagalog-Waray,vocab,Tagalog,Waray,sili,harang
Tagalog-Waray,vocab,Tagalog,Waray,silip,hiling
Tagalog-Waray,vocab,Tagalog,Waray,simple,simple
Tagalog-Waray,vocab,Tagalog,Waray,simba,singba
Tagalog-Waray,vocab,Tagalog,Waray,sinasamba,ginsisingba
Tagalog-Waray,vocab,Tagalog,Waray,sindi,dagkot
Tagalog-Waray,vocab,Tagalog,Waray,sindihan,dagkutan
Tagalog-Waray,vocab,Tagalog,Waray,sinigawan,ginguliatan
Tagalog-Waray,vocab,Tagalog,Waray,sino,hino
Tagalog-Waray,vocab,Tagalog,Waray,sinturon,paha
Tagalog-Waray,vocab,Tagalog,Waray,sinulatan,ginsuratan
Tagalog-Waray,vocab,Tagalog,Waray,sinumbatan,ginbuyboy
Tagalog-Waray,vocab,Tagalog,Waray,sinungaling,buwaon
Tagalog-Waray,vocab,Tagalog,Waray,sipa,sikad
Tagalog-Waray,vocab,Tagalog,Waray,siping,ubay
Tagalog-Waray,vocab,Tagalog,Waray,sira,guba
Tagalog-Waray,vocab,Tagalog,Waray,sisiw,siwo
Tagalog-Waray,vocab,Tagalog,Waray,siya,hiya
Tagalog-Waray,vocab,Tagalog,Waray,siyam,siyam
Tagalog-Waray,vocab,Tagalog,Waray,subukan,sarihan
Tagalog-Waray,vocab,Tagalog,Waray,sugat,samad
Tagalog-Waray,vocab,Tagalog,Waray,suha,suwa
Tagalog-Waray,vocab,Tagalog,Waray,sulat,surat
Tagalog-Waray,vocab,Tagalog,Waray,sumbat,buyboy
Tagalog-Waray,vocab,Tagalog,Waray,sumbong,sumat
Tagalog-Waray,vocab,Tagalog,Waray,sumbrero,kalo
Tagalog-Waray,vocab,Tagalog,Waray,sumpungin,burugsuanon
Tagalog-Waray,vocab,Tagalog,Waray,supling,anak
Tagalog-Waray,vocab,Tagalog,Waray,supot,pisot
Tagalog-Waray,vocab,Tagalog,Waray,suso,suso
Tagalog-Waray,vocab,Tagalog,Waray,tagas,awas
Tagalog-Waray,vocab,Tagalog,Waray,tahol,usig
Tagalog-Waray,vocab,Tagalog,Waray,tahimik,mamingaw
Tagalog-Waray,vocab,Tagalog,Waray,tainga,talinga
Tagalog-Waray,vocab,Tagalog,Waray,takbo,dalagan
Tagalog-Waray,vocab,Tagalog,Waray,talampakan,rapadapa
Tagalog-Waray,vocab,Tagalog,Waray,tali,higot
Tagalog-Waray,vocab,Tagalog,Waray,talo,pirdi
Tagalog-Waray,vocab,Tagalog,Waray,talon,lukso
Tagalog-Waray,vocab,Tagalog,Waray,talunan,pirdido
Tagalog-Waray,vocab,Tagalog,Waray,tamad,hubya
Tagalog-Waray,vocab,Tagalog,Waray,tamod,letse
Tagalog-Waray,vocab,Tagalog,Waray,tandang,lalaki nga manok
Tagalog-Waray,vocab,Tagalog,Waray,tanim,tanom
Tagalog-Waray,vocab,Tagalog,Waray,tanong,pakiana
Tagalog-Waray,vocab,Tagalog,Waray,tanggap,karawat
Tagalog-Waray,vocab,Tagalog,Waray,tanggapin,karawaton
Tagalog-Waray,vocab,Tagalog,Waray,tao,tawo
Tagalog-Waray,vocab,Tagalog,Waray,taob,kulob
Tagalog-Waray,vocab,Tagalog,Waray,taon,tuig
Tagalog-Waray,vocab,Tagalog,Waray,tapat,tangkod
Tagalog-Waray,vocab,Tagalog,Waray,tapat,yungod
Tagalog-Waray,vocab,Tagalog,Waray,tasa,tasa
Tagalog-Waray,vocab,Tagalog,Waray,tatlo,tulo
Tagalog-Waray,vocab,Tagalog,Waray,tawid,tabok
Tagalog-Waray,vocab,Tagalog,Waray,taya,taya
Tagalog-Waray,vocab,Tagalog,Waray,tayo,tindog
Tagalog-Waray,vocab,Tagalog,Waray,tayo,kita
Tagalog-Waray,vocab,Tagalog,Waray,tibo,lakin-on
