source_text,target_text,language_pair,split,source_lang,target_lang,data_source
"Ang bolpen ay isang kasangkapan sa pagsulat na dinisenyo upang maglagay ng tinta sa ibabaw ng papel, na karaniwang papel, upang makagawa ng teksto o mga drawing.","An bolpen amo an usa nga instrumento ha pagsurat nga gindisenyo ha pagbutang hin tinta ha bawbaw, ha tradisyon nga papel, basi makahimo hin teksto o mga drowing.",war-tgl,train,tgl,war,alpaca
"Kasina: Kung ang mga manok ay may mga kasarian o kailangan upang protektahan ang kanilang sarili, ang kanilang pamilya, o ang kanilang mga negosyo, maaaring magpakita sila ng kasina.","Kasina: Kon an mga ayam naabat hin tarhug o kinahanglan panalipdan an ira kalugaringon, an ira pamilya, o an ira mga panag-iya, bangin magpakita hira hin kasina.",war-tgl,train,tgl,war,alpaca
Isulat ang isang tula upang mapanatili ang parehong kahulugan ngunit hindi ang istraktura nito.,Isurat utro an tudling basi magpabilin nga amo la gihapon an kahulogan hito pero magbag-o an istraktura hito.,war-tgl,train,tgl,war,alpaca
Nakiusap siya sa drayber na bagalan ang pagpapatakbo dahil nahihilo siya,Ginhangyo niya an drayber nga pahinayan an pagpadalagan kay nahahalipong hiya,,train,tgl,war,conversational
"Kung ang isang sirot ay sinasagawa, walang pag-aalinlangan, at sa wakas ay nag-aani ng mahalagang isyu tungkol sa panganib ng pagpatay ng mga inosenteng tao.","Kon natuman na an sirot, waray na balikan, ngan ini nga kataposan nagbabangon han importante nga isyu mahitungod han peligro han pagpatay ha inosente nga mga tawo.",war-tgl,train,tgl,war,alpaca
Pag-aayos ng mga salitang ibinigay sa isang compound ng bilang.,Paggrupo an mga hinatag nga pulong ha usa nga compound nga nombre.,war-tgl,train,tgl,war,alpaca
Alayon pag-save han file ugsa igsara.,Alayon pag-save han file ugsa igsara.,war-tgl,train,tgl,war,alpaca
"Sa kabutihang-palad, ang New York City at Los Angeles ay dalawang lungsod na may maraming pagkakapareho, ngunit may mga pagkakaiba sa kapaligiran na nagpapaliwanag sa kanila.","Ha pagsumaryo, an Syudad han New York ngan Los Angeles duha nga syudad nga mayda damo nga pagkapareho, pero mayda magkalainlain nga palibot nga nagpapabulag ha ira.",war-tgl,train,tgl,war,alpaca
"Dahil sa paggamit na ito, naging kinakailangan para sa mga negosyo na bumuo ng online presence sa pamamagitan ng isang mobile application.","Tungod hini nga uso, nagin kinahanglanon para han mga negosyo nga magtindog hin online presensya pinaagi hin usa nga mobile application.",war-tgl,train,tgl,war,alpaca
Kailangan nating linisin ang ating mga kanal upang hindi bumaha kapag dumating ang ulan.,Kinahanglan naton limpyohan an aton mga kanal basi diri bumaha kon umabot an uran.,war-tgl,train,tgl,war,alpaca
ilang taon ka na ngayong taon na magdiriwang ka ng iyong darating na kaarawan sa susunod na buwan?,pira na an imo edad yana nga tuig nga magseserlebrar ka han imo tiarabot nga kaadlawan ha sunod nga bulan?,,val,tgl,war,conversational
pag-aaral at listahan ng 5 popular na apps para sa smartphone .,pagsaliksik ngan paglista hin 5 nga sikat nga apps ha smartphone .,war-tgl,train,tgl,war,alpaca
Huwag gamitin ang librarya.,Ayaw paggamit hin librarya.,war-tgl,train,tgl,war,alpaca
Tinulungan Niya Ang Kanyang Kaklase Na Makaintindi Ng Kanilang Leksyon Sa Agham Para Hindi Ito Bumagsak.,Ginbuligan Niya An Iya Klasmeyt Nga Makasabot Han Ira Leksyon Ha Syensya Basi Diri Ini Bumagsak.,,train,tgl,war,conversational
"Batay sa impormasyon na ibinigay, ang kinakatawan na halaga ng stock ng kumpanya sa pagtatapos ng taon ay $80","Base ha impormasyon nga iginhatag, an ginbabanabana nga kantidad han stock han kompanya ha kataposan han tuig amo an $80",war-tgl,train,tgl,war,alpaca
ang mga ganitong kawalan ng pag-asa ay maaaring magresulta sa di-magagamot na sakit sa isip at maaaring magpatuloy sa paaralan sa kahirapan.,ini nga kakulang hin pag-ataman mahimo magresulta hin diri-natatambal nga sakit ha hunahuna ngan mahimo magpadayon han sikolo han kapobrehan.,war-tgl,train,tgl,war,alpaca
"Sa wakas, pagkatapos ng maraming araw ng paglalakbay, sila ay dumating sa isang lugar sa ilalim ng bundok, kung saan hindi nila magawa ang paglaya ng bandang.","Ha kataposan, katapos hin damu ka adlaw nga pagbiyahe, inabot hira ha usa nga lungib ha kahiladman han kabukiran, diin ira hin-agian an nawara nga bahandi.",war-tgl,train,tgl,war,alpaca
"Naghahanap sila ng mga itlog, larvae, at mga bulate na maaaring mag-aalis, na nagpapakita ng kagalingan at pag-aalaga ng reyna.","Namimiling hira hin mga itlog, larva, ngan mga piso nga may taklo, nga nagpapakita nga mahimsog ngan nag-iitsa an rayna.",war-tgl,train,tgl,war,alpaca
Mga kagamitan sa pagluluto at pagkain.,Mga gamit ha pagluto ngan pagkaon .,war-tgl,train,tgl,war,alpaca
Nagpapasalamat ako sa aking mga magulang.,Nagpapasalamat ako ha akon mga ginikanan.,,val,tgl,war,conversational
Nawala ang koneksyon ng aming internet kaya hindi ako makakapagpadala nitong mahalagang mensahe sa email.,Nawara an koneksyon han amon internet sanglit diri ako makakagpadara hini nga importante nga mensahe ha email.,,train,tgl,war,conversational
Masaya ako para sa iyo.,Nalilipay ako para ha imo.,,train,tgl,war,alpaca
hindi niya nakalimutan ang kanilang anibersaryo kaya nagpadala siya ng video sa asawa,waray niya hingalimti an ira anibersaryo sanglit nagpadara hiya hin bideo ha asawa,,val,tgl,war,conversational
Ilarawan ang isang tao at makina sa limang salita.,Ihulagway an usa nga tawo ngan makina ha 5 nga pulong.,war-tgl,val,tgl,war,alpaca
"Maaari kang mapabuti ang iyong kabuuan sa pamamagitan ng lakas, pagbabata, at pagiging mapag-isipan.","Mahimo ini magpauswag han imo kabug-osan nga kusog, pagpailob, ngan pagkamabag-o-bag-o.",war-tgl,train,tgl,war,alpaca
Pumili ng isang lugar para sa mga bisita: Pumili ng isang lugar para sa mga bisita na pumasok sa bahay at magbigay ng sapat na serbisyo para sa mga bisita,Pilia an tama nga pabo: Tikangi pinaagi hin pagpili hin pabo nga makakasulod ha iyo hurno ngan makakahatag hin igo nga serbisyo para han iyo mga bisita,war-tgl,train,tgl,war,alpaca
"kaya't iniiwan ng lalaki ang kanyang ama at ang kanyang ina, at pumipisan sa kanyang asawa; at sila'y nagiging isang laman","sanglit amo ini an hinungdan nga an lalake kinahanglan bumaya han amay ug iroy niya ngan makigtampo han iya asawa, ngan hira nga duha uusa na la",,val,tgl,war,conversational
"sa pamamagitan ng pagsunod sa mga hakbang na ito, maaari kang makabuo ng isang epektibong at kasiya-siya na plano sa pagbili.","pinaagi han pagsunod hini nga mga pitad, makakahimo ka hin plano ha pamalit nga epektibo ngan makalilipay.",war-tgl,train,tgl,war,alpaca
Ano ang mga paksa ng aklat ng Genesis sa Bibliya?,Ano an ginhihisgotan han Libro han Genesis ha Biblia?,war-tgl,train,tgl,war,alpaca
"dapat kang sumulat at mag-upload ng mga nilalaman na nagbibigay ng impormasyon, tulong, at pakikipag-ugnay sa iyong mga mamarati.","sadang ka magsurat ngan mag-upload hin sulod nga nakakahatag hin impormasyon, makakabulig, ngan nakakadani ha imo mamarati.",war-tgl,train,tgl,war,alpaca
"Napaka-grabe ng sakit niya sa ulo, napaka-grabe.","Grabe gud an iya sakit ha ulo, grabe gud.",war-tgl,train,tgl,war,alpaca
"mag-organisa ng isang grupo ng pag-aaral o pag-aaral o mag-same-class sa mga kaklase upang mag-review ng materyal, magtanong at mag-post ng mga tala.","pag-api hin grupo hin pag-aram o pagporma hin usa upod han mga kaklase basi repasuhon an materyal, magpakiana ngan magpaangbit hin mga nota.",war-tgl,train,tgl,war,alpaca
"Ang mga robot ay marami, at ito ay hindi tulad ng mga robot sa merkado.","Abanse ini nga mga robot, naiiba ha iba nga robot ha merkado.",war-tgl,train,tgl,war,alpaca
"ang mga nutrisyon sa pagkain, gaya ng prutas o mga nuts, ay maaaring makatulong sa pag-gasoline pagkatapos ng araw sa paaralan.","an masustansya nga meryenda, sugad han prutas o nuts, makakabulig ha pag-gasolina katapos han adlaw han pag-eskwela.",war-tgl,train,tgl,war,alpaca
"Kung Ako Ang Papipiliin, Mas Gusto Ko Ang Buhay Sa Probinsya Dahil Tahimik At Walang Masyadong Usok Sa Paligid.","Kon Ako An Papipilion, Mas Gusto Ko An Kinabuhi Ha Probinsya Kay Mamingaw Ngan Waray Masyado Nga Aso Ha Palibot.",,train,tgl,war,conversational
natuwa ang mga magsasaka nang biglang bumuhos ang ulan matapos ang tagtuyot,nalipay an mga parag-uma han tigda bumunok an uran kahuman han huraw,,train,tgl,war,conversational
"Kulang ang sukli mo sa akin, pakiusap bilangin mo ulit","Kulang an imo sukli ha akon, palihug ihapa utro",,train,tgl,war,conversational
Kapilian 2: Gawas basi maglakat-lakat .,Kapilian 2: Gawas basi maglakat-lakat .,war-tgl,val,tgl,war,alpaca
Hintayin mo ako riyan.,Hulta ak ha dida.,war-tgl,train,tgl,war,alpaca
"Sa ngayon, ang pag-iipon ay 4km at sa gabi ay 3km ang pag-iipon.","Han aga, nagbaktas ka hin 4km ngan han kulop nagbaktas ka hin kadugangan nga 3km.",war-tgl,train,tgl,war,alpaca
"Sa pangkalahatan, ang yoga ay isang buong gawain na maaaring magbunga ng iyong pisikal, mental, at emosyonal na kabutihan.","Ha kabug-osan, an yoga usa nga bug-os nga buhat nga mahimo makapahimulos ha imo pisikal, hunahuna, ngan emosyonal nga kaopayan.",war-tgl,train,tgl,war,alpaca
Mag-ingat ka palagi sa iyong mga lakad dahil maraming sasakyan sa labas ngayon,Pag-ikmat pirme ha imo mga lakaw kay damo an sarakyan ha gawas yana,,train,tgl,war,conversational
"Ang distansya na ito ay tinatawag na error, at ang layunin ay ang paghahanap ng linya na nagbibigay ng pinakamaliit na bilang ng error.","Ini nga distansya tinatawag nga sayop, ngan an tumong amo an pamiling hin linya nga naghahatag hin pinakagutiay nga kabug-osan nga sayop.",war-tgl,train,tgl,war,alpaca
Kinakailangan talaga ng malaking pondo upang masimulan ang proyektong ito para sa komunidad,Ginkikinahanglan gud hin dako nga pondo basi matikangan ini nga proyekto para ha komunidad,,train,tgl,war,conversational
"Nakikita ang tensyon sa kwarto, ang hangin ay hindi makukulong at hindi makukulong","Nakikita an tensyon ha kwarto, an hangin madakmol hin kasina ngan kasina",war-tgl,train,tgl,war,alpaca
Pagbiyahe papunta sa Costa Rica .,Pagbiyahe ngadto ha Costa Rica .,war-tgl,train,tgl,war,alpaca
Gumawa ng isang argumento na nagpapaglaban sa mga sumusunod na opinyon.,Paghimo hin argumento nga nagdidepensa han masunod nga opinyon.,war-tgl,train,tgl,war,alpaca
"kung hindi, ginklasipikaran ito ng negatibong positibo.","kun diri, ginklasipikar ini nga diri positibo.",war-tgl,train,tgl,war,alpaca
nakiusap ako sa drayber na bagalan ang pagpapatakbo.,ginhangyo ko an drayber nga pahinayan an pagpadalagan.,,train,tgl,war,conversational
"Ang ilang mga bansa ay mas mahusay sa paggawa ng mga bagay kaysa sa iba, ngunit ang Estados Unidos ay pa rin ang pandaigdigang panukala sa pagsisikap.","May mga nasud nga mas maupay an ginbubuhat kaysa han iba, pero usa la gihapon ini nga pankalibutan nga paningkamot.",war-tgl,train,tgl,war,alpaca
Ang mga karakter ay madalas na nagsasalita tungkol sa mga bituin at sa mga kamay ng mga karanasan na sumasalamin sa kanilang buhay.,An mga karakter agsob mag-istorya mahitungod han mga bitoon ngan han kamot han kapalaran ha pagporma han ira kinabuhi.,war-tgl,val,tgl,war,alpaca
Gumawa ng listahan ng mga bagay na kinakailangan para sa epektibong pag-organisa ng virtual na pulong.,Paghimo hin lista han mga butang nga kinahanglanon ha pag-organisar hin malampuson nga virtual nga katitirok.,war-tgl,train,tgl,war,alpaca
Nakikita ko ang malaking pagkakaiba ng ugali ng mga bata ngayon kumpara sa aming panahon noon,Nakikita ko an dako nga kalainan han batasan han mga bata yana kumpara ha amon panahon hadto,,val,tgl,war,conversational
Kunin ang mga ibinigay na resipe at i-edit ang mga ito upang maging mas sustansya.,Kuhaa an iginhatag nga resipe ngan i-edit ito basi magin mas masustansya.,war-tgl,test,tgl,war,alpaca
"Ang pinakamatinding nakikita sa mga epekto na ito ay ang pag-iinit ng mga dagat, glacier, at permafrost.","An pinaka-nakikita hini nga mga epekto amo an pagtunaw han yelo ha dagat, mga glacier, ngan permafrost.",war-tgl,train,tgl,war,alpaca
Hindi niya inasahan na makakamit niya ang posisyong ito sa kumpanya dahil sa dami ng kanyang kakumpitensya sa aplikasyon,Waray hiya magdahom nga makakadaop hiya hini nga posisyon ha kumpanya tungod han damo nga iya kakumpitensya ha aplikasyon,,train,tgl,war,conversational
"Habang ang mga pagbabago sa temperatura ng mundo ay nag-aalala sa mga pagbabago sa klima, ang mga pagbabago ay nag-aalala sa pag-iipon ng antas ng dagat","Samtang nagtitikahitaas an aberids nga temperatura ha kalibotan tungod han pagbag-o han klima, nagtitikahitaas liwat an lebel han kadagatan",war-tgl,train,tgl,war,alpaca
"Ang kanta ay naglalarawan ng mga paksa tulad ng pakikibaka para sa tagumpay, mataas at mababa ang mga kalagayan sa mundo, at ang paggastos ng mga bansa sa pag-aaral.","An kanta nagpapahayag hin mga tema sugad han pakigbisog para hin kalampusan, an hitaas ngan hamubo nga mga kahimtang han kabantogan, ngan an gastos ha paglanat hin inop.",war-tgl,train,tgl,war,alpaca
Siya ay madalas na nag-iisip ng mga pangarap sa araw tungkol sa pagtuklas ng hindi nakatagong kapangyarihan ng salamangka at paggamit nito sa pagtulong sa iba,Agsob hiya mag-inop ha adlaw mahitungod han pagdiskobre hin nakatago nga mahika nga gahum ngan paggamit hito ha pagbulig ha iba,war-tgl,train,tgl,war,alpaca
Ano ang pangalan mo,Ano an imo ngaran,,train,tgl,war,conversational
Ang mga magnet ay hindi bahagi ng isang thermostat.,Magsuhestyon hin bahin para hin maaramon nga termostat.,war-tgl,train,tgl,war,alpaca
"Maaari mong gamitin ito sa trabaho, sa internet, o sa panonood ng sinehan habang naglalakbay o papunta sa trabaho.","Mahimo mo ini gamiton ha pagtrabaho, pag-internet, o pagkita hin sine samtang nagbibiyahe o nagbibiyahe tipakadto ha trabaho.",war-tgl,train,tgl,war,alpaca
pwede bang humingi ng isang basong malamig na tubig dahil nauuhaw talaga ako sa aking paglalakad kanina?,pwede mangaro hin usa ka baso nga bugnaw nga tubig kay nauuhaw gud ako han akon paglinakat kanina?,,train,tgl,war,conversational
Maraming simpleng resipe para gumawa ng isang tasa ng cappuccino at kape sa bahay!,Adi hin simple nga resipe para makahimo hin usa ka tasa nga cappuccino nga kape ha balay!,war-tgl,train,tgl,war,alpaca
"Ravenna, Maitom na Mangkulawak .","Ravenna, Maitom nga Mangkulawak .",war-tgl,train,tgl,war,alpaca
matagal kaming naghintay sa istasyon ng bus dahil nasira ang unang sasakyan na dapat naming sasakyan,maiha kami naghulat ha istasyon han bus kay naguba an siyahan nga sarakyan nga dapat namon sakyan,,train,tgl,war,conversational
Ano naman ang mayroon ngayong araw kung bakit marami ang mga taong naka-damit ng pula,Ano man iton mayda yana nga adlaw kay ano nga damo man iton mga tawo nga naka-bado hin pula,,val,tgl,war,conversational
"Kung hindi mo makita ang salitang ito sa diksyunaryo, posibleng may mali ang pagsulat ng ig-flag.","Kun waray makita an pulong ha diksyonaryo, ig-flag ini nga posible nga sayop an pagsurat.",war-tgl,train,tgl,war,alpaca
Nagmaneho siya papunta sa tindahan.,Nagmaneho hiya ngadto ha tindahan.,war-tgl,train,tgl,war,alpaca
"Mga panluto: Pag-usahon na may oats, gatas na may almendras, at Griyego na may yogurt na may garapon o yahong.","Mga panutduan: Pag-usahon an oats, gatas nga almendras, ngan Griyego nga yogurt ha garapon o yahong.",war-tgl,train,tgl,war,alpaca
Ibalik ang listahan ng mga nakuha sa pamamagitan ng mga numero,Ibalik an listahan han mga ginkuha nga nombre,war-tgl,train,tgl,war,alpaca
Ano iyan?,Ano iton?,,val,tgl,war,alpaca
"Ang dekorasyon ay eleganteng at kaakit-akit, may mga mahumok na suga at komportable na upuan.","Elegante ngan nakakadani an dekorasyon, may mahumok nga suga ngan komportable nga lingkoran.",war-tgl,train,tgl,war,alpaca
Panatilihin ang iyong bahay: Tiyaking ang iyong bahay ay nasa mabuting kalagayan at may tamang kagamitan para sa taglamig.,Tipigi nga mamintinar an imo sarakyan: Siguraduha nga an imo sarakyan aada ha maopay nga kondisyon ngan may-ada maopay nga mga gamit para ha panahon han katugnaw.,war-tgl,train,tgl,war,alpaca
Maaari itong gawin sa bahay o sa labas.,Pwede ini buhaton ha sakob han balay o ha gawas.,war-tgl,train,tgl,war,alpaca
pag-aaral ng serbisyo sa customer: paglalarawan ng mga hakbang upang mapabuti ang pagsasanay at pag-unlad ng mga empleyado upang mapabuti ang pangkalahatang karanasan sa serbisyo sa customer .,pagbansay ha serbisyo ha kustomer: paghisguti an mga pitad ha pagpauswag han pagbansay ngan pag-uswag han mga empleyado basi mapauswag an kabug-usan nga eksperyensya ha pagserbisyo ha kustomer .,war-tgl,train,tgl,war,alpaca
"Ang mga bata sa kanyang klase ay maaaring may mga grupo ng mga kaibigan, at madalas na pinupuntahan ni Lily ang mga ito.","An kabataan ha iya klase may-ada na ira mga grupo hin kasangkayan, ngan maawod hinduro hi Lily ha pagdaop ha ira.",war-tgl,train,tgl,war,alpaca
"sinabi ng diyos, â€œmagkaroon ng isang kalawakan sa gitna ng tubig at paghiwalayin nito ang tubig.â€",kundi naawas in tubig tikang ha ilarom han tuna ngan amo an nagtutubig han tuna,,train,tgl,war,conversational
Palagi silang nagkikita ng kanyang mga masisipag na kaklase upang pag-aralan ang mahirap na leksyon sa likod ng library,Pirme hira nagkikita han iya mga makugihon nga klasmeyt basi pag-adman an makuri nga leksyon ha luyo han library,,train,tgl,war,conversational
"Ang isang mahusay na komposisyon ay makakatulong sa pag-aayos ng mga pahina ng mga larawan, na maaaring maging mas mahusay na pagbubuo ng mga larawan.","An maopay nga komposisyon makakabulig ha paggiya han mata han magkirita, nga nakakahimo hin mas makaruruyag pagkit-on nga ladawan.",war-tgl,train,tgl,war,alpaca
Mag-isip ng maayos at malinis ang bug-os sa bintana .,Utroha tubtob nga malimpyo an bug-os nga bintana .,war-tgl,train,tgl,war,alpaca
Ang kabisera ng lungsod ng Malaysia ay ang Kuala lumpur.,An kapital nga syudad han Malaysia amo an kuala lumpur.,war-tgl,train,tgl,war,alpaca
Magsulat ng isang algorithm para sa paglikha ng isang Sudoku table.,Pagsurat hin algorithm para makahimo hin Sudoku nga tabla.,war-tgl,train,tgl,war,alpaca
Pumunta sila sa bahagi ng mga produkto at nagsisimula sa pagpili ng mga piraso na naka-attach sa mga aparato.,Kinadto hira ha seksyon han mga produkto ngan nagtikang pagpili hin mga matambok pagkit-on nga mga aranghita.,war-tgl,train,tgl,war,alpaca
"At kung mayroon ako ng mga bagay, wala ako ng pag-ibig, at ang iba ay hindi nasisiyahan.","An iba naghingyap hin karikohan, an iba hin gugma, ngan an iba pa hin kalipay.",war-tgl,train,tgl,war,alpaca
walang sinuman ang makakapagsabi kung ano ang mangyayari sa ating kinabukasan kaya dapat tayong maghanda,waray bisan hin-o an makakasiring kon ano an mahitatabo ha aton kabubuwason sanglit dapat kita mag-andam,,train,tgl,war,conversational
Ipinagbigay-alam ng aming manedyer na may umento sa sweldo para sa lahat ng nagtrabaho nang maayos ngayong taon.,Ginpasabot han amon manedyer nga mayda umento ha sweldo para ha ngatanan nga nagtrabaho hin maayo yana nga tuig.,,train,tgl,war,conversational
kumpletohin ang kuwento mula sa ibinigay na linya.,kumpletuha an istorya nga nagtitikang ha iginhatag nga linya.,war-tgl,train,tgl,war,alpaca
Isipin kung ano ang magiging hitsura ng perpektong araw para sa iyo.,Ihulagway kon ano an hitsura han perpekto nga adlaw para ha imo.,war-tgl,train,tgl,war,alpaca
pag-blog: isang pag-blog sa estados unidos na isang paraan ng paggawa ng pera ng mga tao sa online.,pag-blog: an pag-blog in usa pa nga paagi han pagkwarta han mga tawo online.,war-tgl,train,tgl,war,alpaca
"Pwede bang humingi ng pabor, pakidaan ng toyo at asukal doon sa tindahan pag-uwi mo mamaya.","Pwede mangaro hin pabor, palihug pag-agi hin toyo ngan asukar didto ha tindahan pag-uli mo maya-maya.",,val,tgl,war,conversational
I-compute ang produkto sa pamamagitan ng pagbilang ng dalawang numero.,Karkuloha an produkto nga gintagan hin duha nga numero.,war-tgl,val,tgl,war,alpaca
"Upang matupad ito, ang mga taga-baryo ay dapat maghandog ng mga taga-baryo sa dragon sa bawat taon sa anyo ng kanilang pinakamagaling na daraga.","Basi malikyan ini, kinahanglan maghalad an mga taga-baryo ha dragon kada tuig ha porma han ira pinakamahusay nga daraga.",war-tgl,train,tgl,war,alpaca
masarap ba ang ating mga presyo para sa mga produkto na binibili natin?,makatagbaw ba an amon mga presyo para han mga produkto nga iyo ginpapalit?,war-tgl,train,tgl,war,alpaca
Ang walang hanggan ay isang bagay na hindi maiiwasan sa buhay at pagkakataon.,Usa nga waray kataposan nga surok han kinabuhi ngan higayon.,war-tgl,val,tgl,war,alpaca
Malaki ang aking pasasalamat sa iyong walang-sawang pagsuporta sa akin sa lahat ng oras ng aking kahirapan,Dako an akon pasalamat ha imo waray-hunong nga pagsuporta ha akon ha ngatanan nga oras han akon kakuri,,train,tgl,war,conversational
Ang Digmaang 1812 ay isang digmaan sa pagitan ng Estados Unidos at Britanya na tumagal mula 1812 hanggang 1815.,An Gyera han 1812 usa nga araway ha butnga han Estados Unidos ngan Britanya nga nagpadayon tikang 1812 kutob 1815.,war-tgl,train,tgl,war,alpaca
Masayang Nagkantahan Sa Videoke Ang Aming Mga Kapitbahay Hanggang Sa Mabilis Na Dumating Ang Madaling Araw Kanina.,Malipayon Nga Nagkinantahay Ha Videoke An Amon Mga Kapitbahay Tubtob Madagmit Nga Inabot An Maagahon Kanina.,,train,tgl,war,conversational
"Ang isang pintura sa Galaksian ay nagpapakita ng isang gabi na walang langit na puno ng mga ulap, mga bituin at isang malaking buwan.","An painting in naglaladawan hin gab-i nga kalangitan nga puno hin nagtutuyok nga mga dampog, naglalaga nga mga bitoon ngan usa nga malamrag nga crescent moon.",war-tgl,train,tgl,war,alpaca
Dinala siya nang mabilis sa dentista dahil sa napakatinding sakit ng ngipin,Gindara hiya madagmit ha dentista tungod han hitaas gud nga ul-ol han ngipon,,train,tgl,war,conversational
Masayang nagkuwentuhan ang magkakapamilya sa sala hanggang sa mabilis na dumating ang hatinggabi.,Malipayon nga nag-inistoryahay an mga magkapamilya ha sala tubtob madagmit nga inabot an butnga han gab-i.,,train,tgl,war,conversational
Gumawa ng plano para sa paglunsad ng isang bagong produkto.,Paghimo hin plano para han paglunsad hin bag-o nga produkto .,war-tgl,train,tgl,war,alpaca
Pag-unabi hin tulo ay isang genre hin sine.,Pag-unabi hin tulo nga genre hin sine.,war-tgl,train,tgl,war,alpaca
"Lalaki A: Para sa akin, hindi ko kayang tapusin ang proyekto sa oras.",Tawo A: Para ha akon diri ko matapos ini nga proyekto ha oras.,war-tgl,train,tgl,war,alpaca
Pero gusto ko na maging mabilis at maupay ang baterya.,Pero karuyag ko unta nga malaksi ngan maupay an baterya.,war-tgl,train,tgl,war,alpaca
"1 na ulan sa bawat minuto, hiniwa, .","1 nga pula nga paminta, hiniwa, .",war-tgl,train,tgl,war,alpaca
Lakang 2: Ibutang ang isang plato sa labi sa likod ng plato sa ulo.,Lakang 2: Ibutang an plato han lawas ha luyo han plato han ulo.,war-tgl,train,tgl,war,alpaca
Pwede mo ba akong samahan papunta sa harapan dahil gusto kong makita ang kumanta?,Pwede mo ba ako ubayan pakadto ha atubangan kay karuyag ko makita an nagkanta?,,train,tgl,war,conversational
Ang pagbuo ng isang bag ng produkto ay maaaring magresolba ng problemang ito.,Paghimo hin bag-o nga produkto nga makakasulbad hin problema yana .,war-tgl,train,tgl,war,alpaca
"Sa pamamagitan ng pagsunod sa plano na ito at patuloy na pag-andar sa pagpapabuti ng iyong website, makakamit mo ang layunin na doble ang iyong website traffic sa susunod na 6 buwan","Pinaagi han pagsunod hini nga plano ngan padayon nga pagtrabaho ha pagpauswag han imo website, makakab-ot mo an imo tumong nga doblehon an trapiko han imo website ha masunod nga 6 ka bulan",war-tgl,train,tgl,war,alpaca
ano ang prinsipyo ng pagbabayad ng enerhiya?,ano an prinsipyo han pagtipig han enerhiya?,war-tgl,train,tgl,war,alpaca
Gumawa ng isang gawain sa labas para sa araw ng kapasa.,Paghimo hin buruhaton ha gawas para hin adlaw han katpaso.,war-tgl,train,tgl,war,alpaca
Sobra ang ibinigay.,Sobra an hatag.,,train,tgl,war,conversational
"Ang paggamit ng mga tool tulad ng kalendaryo, listahan ng mga gawain at mga timer ay makakatulong sa pagsunod sa iskedyul.","An paggamit hin mga garamiton sugad han kalendaryo, listahan han mga buruhaton ngan mga timer makakabulig ha pagsunod ha eskedyol.",war-tgl,train,tgl,war,alpaca
Alam ni Emma at ng kaniyang kaibigan na kailangan nilang gumawa ng isang bagay upang pigilan siya.,Maaram hi Emma ngan an iya kasangkayan nga kinahanglan nira buhaton an usa nga butang basi mapugngan hiya.,war-tgl,train,tgl,war,alpaca
Pero hindi ko ito pinapahiwatig.,Pero hirani na ito magbag-o.,war-tgl,test,tgl,war,alpaca
nagbibigay ng software na solusyon sa mga problema.,paghatag hin software nga solusyon para han hinatag nga problema.,war-tgl,val,tgl,war,alpaca
Paggawa ng mga paghahanap sa web at pagbibigay ng impormasyon .,Pagbuhat hin mga pagbiling ha web ngan paghatag hin impormasyon .,war-tgl,train,tgl,war,alpaca
huwag kang mahihiyang humingi ng tulong kung kailangan mo sa pag-aalaga ng iyong mga anak,ayaw pag-awod-awod mangaro hin bulig kon kinahanglan mo ha pag-ataman han imo mga in-anak,,train,tgl,war,conversational
May isang simpleng programa sa Python na makakatulong sa iyo na pag-analisa ang damdamin ng mga artikulo: tuyo pag-import nltk mula sa nltk.pag-abat nga importasyon Paggawa ng pag-analisa ng damdamin .,"Adi hin simple nga programa ha Python nga makakabulig ha imo pag-analisar han sentimyento han mga artikulo:

tuyo
pag-import nltk
tikang ha nltk.pag-abat nga importasyon

 Paghimo han parag-analisar han pagbati .",war-tgl,train,tgl,war,alpaca
Ano ang pinakadakilang mga hamon na kinakaharap ng mga siyentipiko sa data?,Ano an pinakadaku nga ayat nga gin-aatubang han mga syentista ha datos?,war-tgl,train,tgl,war,alpaca
Huwag kang magbubukas ng mga walang kasiguraduhang link dahil baka ka ma-hack,Ayaw pag-inabre hin mga waray kasiguruhan nga link kay bangin ka ma-hack,,train,tgl,war,conversational
Tiyaking nakasara ang gripo matapos gamitin upang hindi masayang ang malinis na tubig natin.,Siguraduha nga nakasira an gripo kahuman gamiton basi diri makarag an aton limpyo nga tubig.,war-tgl,train,tgl,war,alpaca
"Maaari silang gamitin ng mga awtoridad upang mag-imbak, makakuha ng impormasyon o mag-imbak bago makipag-ugnay sa kahit sino na mayroon sila.","Mahimo nira gamiton ini nga kahuyangan basi makasulod, makawat hin impormasyon o makadaot antes pa ngani mahibaroan an bisan hin-o nga naeksister ito.",war-tgl,train,tgl,war,alpaca
"Kung ang modelo ay hindi sapat na nakabatay sa konteksto, ang mga baton ay maaaring magpatuloy sa pag-aaral mula sa paksa.","Kon an modelo diri gintatagan hin igo nga konteksto, an mga baton bangin padayon nga mag-anod tikang ha topiko.",war-tgl,test,tgl,war,alpaca
gumawa ng isang bagong tweet na nag-aalok ng mensahe.,paghimo hin bag-o nga tweet nga nagpapaabot hin mensahe.,war-tgl,train,tgl,war,alpaca
